volume,close,open,high,low,date
7871593.397821186,41.0665,41.33647135612321,41.33647135612321,40.90451718632607,2007-01-05
7471172.302338635,41.2284,41.23611345182414,41.37495558465856,40.72702563143124,2007-01-08
9680775.392523365,41.267,41.344134579439256,41.42898261682243,40.858186728971965,2007-01-09
7778153.59350504,41.3286,41.081769988801796,41.42116125419933,41.00463561030235,2007-01-10
11297285.731881337,41.0816,41.2667217423958,41.38242283139317,41.01989275253474,2007-01-11
10037460.679093294,41.1745,41.06651142750094,41.34419632821282,41.06651142750094,2007-01-12
9261191.154565869,41.2205,41.23592683383234,41.289920752245514,41.12022558008982,2007-01-16
9832200.670667667,41.1282,41.2670423855964,41.4290251687922,40.99707108027007,2007-01-17
7800346.134734472,41.1052,41.228615875398766,41.30575079752299,41.04349206230062,2007-01-18
9868569.177085277,41.3363,41.23602534054861,41.37486717671207,41.074043198357906,2007-01-19
12004579.316309413,41.3826,41.3748865610438,41.691137558247895,41.297752171481825,2007-01-22
13396207.574268568,41.1282,41.07420573893474,41.28246931732934,40.8042344336084,2007-01-23
19486492.739473682,41.0354,41.24366236842105,41.25137578947368,40.54174105263158,2007-01-24
15497447.710687023,40.4186,41.03567786259542,41.05110480916031,40.372319160305345,2007-01-25
17521543.868946966,40.1411,40.51134842428902,40.727326671790934,39.894267717140664,2007-01-26
17091336.41799456,39.6933,40.10211167897396,40.302660804508356,39.60845229304314,2007-01-29
13878081.37068304,40.2024,39.73959416730622,40.2101134305449,39.61617927858788,2007-01-30
14836894.825408902,40.5571,40.10972232788133,40.7267949790795,39.99402120578167,2007-01-31
9755848.455715368,40.758,40.69629220287661,40.85827517032551,40.61144398183195,2007-02-01
9758894.202882063,40.6807,40.750120989761086,41.004664618885094,40.67298655669321,2007-02-02
8571552.26172466,40.789,40.681010968229955,40.97412405446293,40.39561138426626,2007-02-05
10569157.592181921,41.0434,40.704007103927836,41.13596169892877,40.68858015410637,2007-02-06
7335170.079460271,41.1589,41.15118656296852,41.2591746814093,41.074052192653674,2007-02-07
10544230.7048012,41.1282,41.151340397599405,41.18219426106527,40.88136909227307,2007-02-08
8811663.126250235,40.8738,41.12834527269296,41.267188148707305,40.61925472730704,2007-02-09
8242386.029166668,40.9123,41.035715686274514,41.12056397058824,40.86601911764706,2007-02-12
8240112.444712452,41.4444,40.9507388051368,41.49068073701842,40.9507388051368,2007-02-13
9431181.95626642,41.6909,41.46721154486586,41.78346074005551,41.320657039777984,2007-02-14
13048340.269637883,41.5368,41.714208802228406,41.81448334261838,41.421098607242335,2007-02-15
8343656.510453285,41.6909,41.374650804810365,41.70632679000925,41.343797224791864,2007-02-16
7711852.325624422,41.6909,41.552058889916744,41.78346074005551,41.42864456984274,2007-02-20
9079941.012057133,41.5831,41.45968512335374,41.62938057874235,41.428831404192174,2007-02-21
7879304.200931099,41.4209,41.53660083798883,41.72943556797021,41.258918826815645,2007-02-22
12967390.382519864,40.7733,41.097264926220205,41.452083654937574,40.711592395005674,2007-02-23
12616870.73133548,40.7192,40.95060291721917,40.996883500663,40.57264481909453,2007-02-26
24994944.925984252,39.1838,40.26366850393701,40.57991570866142,37.795397637795276,2007-02-27
21410705.793429077,39.6444,39.675597639189455,40.16696045642337,39.2778277395239,2007-02-28
19504517.80197896,39.2939,39.19250645097261,39.69947419610957,38.841528781262404,2007-03-01
13403000.761647671,39.0047,39.07489442111578,39.262079544091186,38.85651177764448,2007-03-02
14542132.046736503,38.716,38.68480257856567,39.215158742949235,38.653605157131345,2007-03-05
13041518.416175893,39.7301,39.07495111896349,39.847090871613666,39.07495111896349,2007-03-06
11347619.982012253,39.4573,39.80047477762403,39.855070764973306,39.3169103182447,2007-03-07
10399706.626354145,39.5978,39.68359393342525,40.034569115619455,39.45740992712231,2007-03-08
8364343.58842002,39.7381,39.89408861629048,39.94088520117763,39.51971593719333,2007-03-09
8247431.769817968,39.8473,39.73810794676062,39.91749489136817,39.54312213740458,2007-03-12
19860010.481196925,38.576,39.83950828952689,39.83950828952689,38.42001132228063,2007-03-13
19505315.200867992,38.8176,38.62261506931887,38.934590958408684,37.71788499095841,2007-03-14
15329928.178143714,39.075,38.70842814371258,39.63655688622755,38.63823353293414,2007-03-15
17098049.090386942,38.7006,39.20756070133012,39.36354860943168,38.60700725513906,2007-03-16
10134883.86102839,39.2857,38.84113281715307,39.30129884852095,38.49015872543181,2007-03-19
7847882.959022854,39.59,39.28582151300237,39.64459613869189,39.23902482269504,2007-03-20
16939424.056035478,40.4481,39.60575622830698,40.55729271114539,39.44976664095642,2007-03-21
16813675.62199845,40.2762,40.541380247869874,40.67007066227731,40.096813361735094,2007-03-22
10219448.104559878,40.3153,40.323099438963055,40.557082607854525,40.09855359121688,2007-03-23
10507874.91466059,40.2141,40.323292668735455,40.331092145073704,39.71493351435222,2007-03-26
15618912.108587962,40.4324,40.21401512345679,40.55719135802469,40.05022646604938,2007-03-27
15535799.448099269,39.5978,40.120363049044705,40.15156084301752,39.38721489068347,2007-03-28
10878031.43099629,39.9251,39.79251029497949,39.97189636647783,39.527330884938465,2007-03-29
12628510.448451588,39.7924,39.90939059192474,40.09657553900431,39.21524641317131,2007-03-30
13214559.385960737,39.3324,39.93295419393218,39.9719512195122,39.090618441403926,2007-04-02
10218527.430003934,39.6677,39.46491584742431,39.691098171451046,39.355724380652774,2007-04-03
8664876.742778542,39.6914,39.73039724896836,39.800592297111415,39.45741650618982,2007-04-04
8616449.931083579,39.6598,39.56620755162241,39.714395594886916,39.2932295771878,2007-04-05
7245855.2620291,39.6677,39.69889756193472,39.74569390483681,39.402520723554865,2007-04-09
8188312.841217936,39.8315,39.73010789112982,39.91339362639514,39.62871578225965,2007-04-10
11925181.40458523,39.3946,39.83136452187685,39.83136452187685,39.238612670758265,2007-04-11
10103319.866670644,39.2157,39.40288711217184,39.40288711217184,39.044111813842484,2007-04-12
10066103.03523205,39.3247,39.34029884966283,39.44949079730265,39.11411552955176,2007-04-13
14643505.05870779,39.9564,39.62102518055827,40.307373648252984,39.58202810853016,2007-04-16
10448965.007387916,40.0115,40.0115,40.16749025341131,39.847710233918136,2007-04-17
14911101.438431107,40.4165,40.112323330760326,40.7128772674643,39.97193409880355,2007-04-18
19817268.442526028,39.7069,40.04227550579454,40.08127265763111,39.56651025338833,2007-04-19
22919412.18289577,39.8081,40.01088420846395,40.01088420846395,39.254343123040755,2007-04-20
17432734.449316964,39.3946,39.80796642249059,40.00295058404276,39.246412037220345,2007-04-23
11786227.149405375,39.4809,39.504298399841964,39.699285065191624,39.1923197352825,2007-04-24
12570582.157571737,39.9564,39.65222283818076,39.96419941440563,39.38704274838962,2007-04-25
11461866.46804022,39.5586,39.7769834384858,39.90957338328076,39.50400414037855,2007-04-26
11791261.608111087,39.5978,39.55880275753397,39.66019558794563,39.309220405751425,2007-04-27
15220686.293222005,39.699,39.722398231827114,39.94858113948919,39.59760766208252,2007-04-30
11482945.720475161,39.7226,39.7771961515806,39.9721824072256,39.5198142941292,2007-05-01
9181174.544697117,39.785,39.79279945108802,39.92539011958439,39.7148049402078,2007-05-02
9955250.541479602,39.9564,39.948600585594384,40.229379504196764,39.85500761272692,2007-05-03
10574481.41943794,39.964,40.1667837626854,40.213580015612806,39.8470093676815,2007-05-04
9057740.834990276,40.1048,40.151596732788796,40.21399237650719,39.9956076234928,2007-05-07
8420564.25344358,40.0889,39.99530723735409,40.15909457198444,39.847118696498065,2007-05-08
12935271.063782312,40.1282,40.02680707482993,40.26859020408163,39.92541414965986,2007-05-09
13934985.562692765,39.4493,40.12784667852907,40.143445452748125,39.418102451561886,2007-05-10
8611266.548520118,39.7381,39.63670739941119,39.84729203140334,39.48071878312071,2007-05-11
12960399.999003544,39.6053,39.800284738085864,39.893877412367075,39.433713430484445,2007-05-14
12208827.30813506,39.7301,39.76909695720456,40.08107261484099,39.71450121711818,2007-05-15
